nome_marca;descricao_situacao;descricao_natureza;nome_titular
PLUSSFRUTA;Registrodemarcaemvigor;DeProduto;PERNAMBUCOCOMERCIODEPOLPAS
PLUSSFRUTA;Registrodemarcaemvigor;DeProduto;PERNAMBUCOCOMERCIODEPOLPAS
PLUSSFRUTA;Registrodemarcaemvigor;DeProduto;PERNAMBUCOCOMERCIODEPOLPAS
PLUSSFRUTA;Registrodemarcaemvigor;DeProduto;PERNAMBUCOCOMERCIODEPOLPAS
PLUSSFRUTA;Registrodemarcaemvigor;DeProduto;PERNAMBUCOCOMERCIODEPOLPAS
MUVIA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;NILTONALBANOJUNGE
MUVIA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;NILTONALBANOJUNGE
THINX;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;THINXINC
THINX;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;THINXINC
THINX;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;THINXINC
THINX;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;THINXINC
LKSLUCKINGSTYLE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;LUCIANOROMULOMOTA
LKSLUCKINGSTYLE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;LUCIANOROMULOMOTA
LKSLUCKINGSTYLE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;LUCIANOROMULOMOTA
LKSLUCKINGSTYLE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;LUCIANOROMULOMOTA
LKSLUCKINGSTYLE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;LUCIANOROMULOMOTA
EMPANATTOSDEFRANGO;Registrodemarcaemvigor;DeProduto;NOTAROALIMENTOSLTDA
EMPANATTOSDEFRANGO;Registrodemarcaemvigor;DeProduto;NOTAROALIMENTOSLTDA
EMPANATTOSDEFRANGO;Registrodemarcaemvigor;DeProduto;NOTAROALIMENTOSLTDA
CAIS-CERVEJAARTESANAL;Pedidodefinitivamentearquivado;DeProduto;EUGÊNIOMARTINSJÚNIOR
CAIS-CERVEJAARTESANAL;Pedidodefinitivamentearquivado;DeProduto;EUGÊNIOMARTINSJÚNIOR
CAIS-CERVEJAARTESANAL;Pedidodefinitivamentearquivado;DeProduto;EUGÊNIOMARTINSJÚNIOR
ZOA;Registrodemarcaemvigor;DeProduto;MODERNMEADOW,INC.
ZOA;Registrodemarcaemvigor;DeProduto;MODERNMEADOW,INC.
ZOA;Registrodemarcaemvigor;DeProduto;MODERNMEADOW,INC.
ZOA;Registrodemarcaemvigor;DeProduto;MODERNMEADOW,INC.
dEUcrédito;Pedidodefinitivamentearquivado;DeServiço;J.A.MARKETINGDIGITAL
dEUcrédito;Pedidodefinitivamentearquivado;DeServiço;J.A.MARKETINGDIGITAL
ZOA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MODERNMEADOW,INC.
ZOA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MODERNMEADOW,INC.
ZOA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MODERNMEADOW,INC.
ZOA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MODERNMEADOW,INC.
ZOA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MODERNMEADOW,INC.
ASPEN;Registrodemarcaemvigor;DeServiço;ASPEN-SOLUTIONSLTDA.
ASPEN;Registrodemarcaemvigor;DeServiço;ASPEN-SOLUTIONSLTDA.
ASPEN;Registrodemarcaemvigor;DeServiço;ASPEN-SOLUTIONSLTDA.
ASPEN;Registrodemarcaemvigor;DeServiço;ASPEN-SOLUTIONSLTDA.
ASPEN;Registrodemarcaemvigor;DeServiço;ASPEN-SOLUTIONSLTDA.
DireitoSobMedida;Pedidodefinitivamentearquivado;DeServiço;LUCIANOCORCINODONASCIMENTO
DireitoSobMedida;Pedidodefinitivamentearquivado;DeServiço;LUCIANOCORCINODONASCIMENTO
DireitoSobMedida;Pedidodefinitivamentearquivado;DeServiço;LUCIANOCORCINODONASCIMENTO
PARRILLAGAÚCHA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;FRANCISCOCANELAFURIAN
PARRILLAGAÚCHA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;FRANCISCOCANELAFURIAN
3DMultiSpray;Registrodemarcaemvigor;DeProduto;LGELECTRONICSINC.
3DMultiSpray;Registrodemarcaemvigor;DeProduto;LGELECTRONICSINC.
3DMultiSpray;Registrodemarcaemvigor;DeProduto;LGELECTRONICSINC.
BBQBURGERFEITONABRASA;Pedidodefinitivamentearquivado;DeServiço;ANTONIOEDSONGRILLOJUNIOR
BBQBURGERFEITONABRASA;Pedidodefinitivamentearquivado;DeServiço;ANTONIOEDSONGRILLOJUNIOR
BBQBURGERFEITONABRASA;Pedidodefinitivamentearquivado;DeServiço;ANTONIOEDSONGRILLOJUNIOR
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
FACEID;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;APPLEINC.
PLAYMOVING;Pedidodefinitivamentearquivado;DeServiço;INTERSATCOMUNICAÇÃOEMARKETINGLTDA-ME
PLAYMOVING;Pedidodefinitivamentearquivado;DeServiço;INTERSATCOMUNICAÇÃOEMARKETINGLTDA-ME
PLAYMOVING;Pedidodefinitivamentearquivado;DeServiço;INTERSATCOMUNICAÇÃOEMARKETINGLTDA-ME
AromadeCana;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;LUCIANAPAGLIOSAGEREMIA
AromadeCana;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;LUCIANAPAGLIOSAGEREMIA
AromadeCana;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;LUCIANAPAGLIOSAGEREMIA
AromadeCana;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;LUCIANAPAGLIOSAGEREMIA
AromadeCana;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;LUCIANAPAGLIOSAGEREMIA
ABLE;Pedidodefinitivamentearquivado;DeProduto;LIRIOMEDICALDOBRASILEIRELI-ME
ABLE;Pedidodefinitivamentearquivado;DeProduto;LIRIOMEDICALDOBRASILEIRELI-ME
ABLE;Pedidodefinitivamentearquivado;DeProduto;LIRIOMEDICALDOBRASILEIRELI-ME
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
Viajecomaleitura;Pedidodefinitivamentearquivado;DeProduto;MÁRCIACONCEIÇÃOALVESLOPESSOARES
MyDelivery;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;ANDERSONLUCASBEDIN
MyDelivery;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;ANDERSONLUCASBEDIN
FnCalc;Pedidodefinitivamentearquivado;DeServiço;DAPASISTEMASLTDA-ME
FnCalc;Pedidodefinitivamentearquivado;DeServiço;DAPASISTEMASLTDA-ME
guigo.ooo;Pedidodefinitivamentearquivado;DeProduto;DAPASISTEMASLTDA-ME
guigo.ooo;Pedidodefinitivamentearquivado;DeProduto;DAPASISTEMASLTDA-ME
JÚNIORNUNES;Pedidodefinitivamentearquivado;DeServiço;FLORISVALDOJUNIORDESOUZANUNES
JÚNIORNUNES;Pedidodefinitivamentearquivado;DeServiço;FLORISVALDOJUNIORDESOUZANUNES
JÚNIORNUNES;Pedidodefinitivamentearquivado;DeServiço;FLORISVALDOJUNIORDESOUZANUNES
Rendez-Vous;Registrodemarcaemvigor;DeProduto;MARIANASCHITINI
Rendez-Vous;Registrodemarcaemvigor;DeProduto;MARIANASCHITINI
Rendez-Vous;Registrodemarcaemvigor;DeProduto;MARIANASCHITINI
CasarGramado;Registrodemarcaemvigor;DeServiço;LIANEW.DEABREU-ME
CasarGramado;Registrodemarcaemvigor;DeServiço;LIANEW.DEABREU-ME
CasarGramado;Registrodemarcaemvigor;DeServiço;LIANEW.DEABREU-ME
Pagar;Registrodemarcaemvigor;DeServiço;P&PSISTEMASLTDA
Pagar;Registrodemarcaemvigor;DeServiço;P&PSISTEMASLTDA
Pagar;Registrodemarcaemvigor;DeServiço;P&PSISTEMASLTDA
Pagar;Registrodemarcaemvigor;DeServiço;P&PSISTEMASLTDA
Pagar;Registrodemarcaemvigor;DeServiço;P&PSISTEMASLTDA
;Pedidodefinitivamentearquivado;DeProduto;GABRIELADESOUZAPINTO
;Pedidodefinitivamentearquivado;DeProduto;GABRIELADESOUZAPINTO
;Pedidodefinitivamentearquivado;DeProduto;GABRIELADESOUZAPINTO
HIFHEAVENINFLAMESEXERCÍCIOSNACIONAISDEAIRSOFT;Registrodemarcaemvigor;DeServiço;ANDREWILSONDOCARMO
HIFHEAVENINFLAMESEXERCÍCIOSNACIONAISDEAIRSOFT;Registrodemarcaemvigor;DeServiço;ANDREWILSONDOCARMO
HIFHEAVENINFLAMESEXERCÍCIOSNACIONAISDEAIRSOFT;Registrodemarcaemvigor;DeServiço;ANDREWILSONDOCARMO
NanoBiotinA;Registrodemarcaemvigor;DeProduto;CLEBERAUGUSTOSILVA-ME
NanoBiotinA;Registrodemarcaemvigor;DeProduto;CLEBERAUGUSTOSILVA-ME
NanoBiotinA;Registrodemarcaemvigor;DeProduto;CLEBERAUGUSTOSILVA-ME
AMPLISOLEngenharia;Registrodemarcaemvigor;DeServiço;WILKERFRANCISCODIASFELIPE-ME
AMPLISOLEngenharia;Registrodemarcaemvigor;DeServiço;WILKERFRANCISCODIASFELIPE-ME
AMPLISOLEngenharia;Registrodemarcaemvigor;DeServiço;WILKERFRANCISCODIASFELIPE-ME
VobiscumC7Fraternitas;Registrodemarcaemvigor;DeProduto;HELLENKRMOREIRA
VobiscumC7Fraternitas;Registrodemarcaemvigor;DeProduto;HELLENKRMOREIRA
VobiscumC7Fraternitas;Registrodemarcaemvigor;DeProduto;HELLENKRMOREIRA
VobiscumC7Fraternitas;Registrodemarcaemvigor;DeProduto;HELLENKRMOREIRA
Kolékids-Suporteparapicolé;Pedidodefinitivamentearquivado;DeProduto;CONFEITUDOCOMÉRCIOEINDÚSTRIALTDA.
Kolékids-Suporteparapicolé;Pedidodefinitivamentearquivado;DeProduto;CONFEITUDOCOMÉRCIOEINDÚSTRIALTDA.
Kolékids-Suporteparapicolé;Pedidodefinitivamentearquivado;DeProduto;CONFEITUDOCOMÉRCIOEINDÚSTRIALTDA.
BOXES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;BHTS-SERVICOSDEINFORMATICALTDA-ME
BOXES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;BHTS-SERVICOSDEINFORMATICALTDA-ME
BOXES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;BHTS-SERVICOSDEINFORMATICALTDA-ME
BOXES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;BHTS-SERVICOSDEINFORMATICALTDA-ME
GOOTEA;Registrodemarcaemvigor;DeProduto;ELENZAINDÚSTRIAECOMÉRCIOEIRELI
GOOTEA;Registrodemarcaemvigor;DeProduto;ELENZAINDÚSTRIAECOMÉRCIOEIRELI
GOOTEA;Registrodemarcaemvigor;DeProduto;ELENZAINDÚSTRIAECOMÉRCIOEIRELI
COGEA;Registrodemarcaemvigor;DeServiço;MCIBRASILS/A
COGEA;Registrodemarcaemvigor;DeServiço;MCIBRASILS/A
COGEA;Registrodemarcaemvigor;DeServiço;MCIBRASILS/A
GOTEA;Aguardandofimdesobrestamento;DeProduto;ELENZAINDÚSTRIAECOMÉRCIOEIRELI
GOTEA;Aguardandofimdesobrestamento;DeProduto;ELENZAINDÚSTRIAECOMÉRCIOEIRELI
MÓVEISLAR;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;ADELARGARCIADAROSA
MÓVEISLAR;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;ADELARGARCIADAROSA
ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
PISODEPOTINHO;Pedidodefinitivamentearquivado;DeServiço;CARLOSEDUARDOSARAGÓ
PISODEPOTINHO;Pedidodefinitivamentearquivado;DeServiço;CARLOSEDUARDOSARAGÓ
PISODEPOTINHO;Pedidodefinitivamentearquivado;DeServiço;CARLOSEDUARDOSARAGÓ
CITIPRIVATEBANKINGFORGLOBALCITIZENS;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;CITIGROUPINC.
CITIPRIVATEBANKINGFORGLOBALCITIZENS;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;CITIGROUPINC.
CITIPRIVATEBANKINGFORGLOBALCITIZENS;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;CITIGROUPINC.
CITIPRIVATEBANKINGFORGLOBALCITIZENS;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;CITIGROUPINC.
;Registrodemarcaemvigor;DeServiço;ABERTISAUTOPISTASESPAA,S.A.
;Registrodemarcaemvigor;DeServiço;ABERTISAUTOPISTASESPAA,S.A.
;Registrodemarcaemvigor;DeServiço;ABERTISAUTOPISTASESPAA,S.A.
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
ASSOCIAÇÃOBENEFICENTEMONTEVERDE-ABMV;Registrodemarcaemvigor;DeServiço;ASSOCIAÇÃOBENEFICENTEMONTEVERDE
COMPLIANCEADVISORYBRAZIL;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;EMERSONRAFAELDACRUZ-ME
COMPLIANCEADVISORYBRAZIL;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;EMERSONRAFAELDACRUZ-ME
DROGARIAS+SAÚDE;Aguardandoprazodeapresentaçãodeoposição;DeServiço;HEVERTONFIGUEREDOMATOS
PÉNOESTRIBO;Registrodemarcaemvigor;DeServiço;MÁRIOSERGIOPALVES-ME.
PÉNOESTRIBO;Registrodemarcaemvigor;DeServiço;MÁRIOSERGIOPALVES-ME.
PÉNOESTRIBO;Registrodemarcaemvigor;DeServiço;MÁRIOSERGIOPALVES-ME.
CafeteriadaPraçaCentral;Registrodemarcaemvigor;DeServiço;LANCHONETE&CAFETERIADAPRAÇALTDA-EPP
CafeteriadaPraçaCentral;Registrodemarcaemvigor;DeServiço;LANCHONETE&CAFETERIADAPRAÇALTDA-EPP
CafeteriadaPraçaCentral;Registrodemarcaemvigor;DeServiço;LANCHONETE&CAFETERIADAPRAÇALTDA-EPP
e-composites;Registrodemarcaemvigor;DeServiço;E-COMPOSITESCOMERCIODEMATERIAISCOMPOSTOSLTDA-ME
e-composites;Registrodemarcaemvigor;DeServiço;E-COMPOSITESCOMERCIODEMATERIAISCOMPOSTOSLTDA-ME
e-composites;Registrodemarcaemvigor;DeServiço;E-COMPOSITESCOMERCIODEMATERIAISCOMPOSTOSLTDA-ME
GRUPOELOSEGUROSEBENEFÍCIOS;Aguardandofimdesobrestamento;DeServiço;ELOADMINISTRADORADEBENEFICIOSLTDA
GRUPOELOSEGUROSEBENEFÍCIOS;Aguardandofimdesobrestamento;DeServiço;ELOADMINISTRADORADEBENEFICIOSLTDA
GRUPOELOSEGUROSEBENEFÍCIOS;Aguardandofimdesobrestamento;DeServiço;ELOADMINISTRADORADEBENEFICIOSLTDA
GEANEPAULA;Pedidodefinitivamentearquivado;DeServiço;GEANESOUZAPAULA
GEANEPAULA;Pedidodefinitivamentearquivado;DeServiço;GEANESOUZAPAULA
GEANEPAULA;Pedidodefinitivamentearquivado;DeServiço;GEANESOUZAPAULA
ANAROSASPÍNDOLAArquiteturaeInteriores;Registrodemarcaemvigor;DeServiço;ANAROSASPÍNDOLAFRANCO
ANAROSASPÍNDOLAArquiteturaeInteriores;Registrodemarcaemvigor;DeServiço;ANAROSASPÍNDOLAFRANCO
ANAROSASPÍNDOLAArquiteturaeInteriores;Registrodemarcaemvigor;DeServiço;ANAROSASPÍNDOLAFRANCO
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
PETBENEFIT;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;NEOVIANUTRIÇÃOESAÚDEANIMALLTDA
SOLDUXTRI;Registrodemarcaemvigor;DeProduto;JOHNSON&JOHNSON
SOLDUXTRI;Registrodemarcaemvigor;DeProduto;JOHNSON&JOHNSON
SOLDUXTRI;Registrodemarcaemvigor;DeProduto;JOHNSON&JOHNSON
DOMROXÃOEVOLUÇÃODAGENÉTICA;Registrodemarcaemvigor;DeProduto;ERLANBEZERRADEAZEVEDO
DOMROXÃOEVOLUÇÃODAGENÉTICA;Registrodemarcaemvigor;DeProduto;ERLANBEZERRADEAZEVEDO
DOMROXÃOEVOLUÇÃODAGENÉTICA;Registrodemarcaemvigor;DeProduto;ERLANBEZERRADEAZEVEDO
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
;Registrodemarcaemvigor;DeServiço;SOCIEDADEBENEFICENTEDESENHORAS-HOSPITALSÍRIO-LIBANÊS
TRAUMASPORTS;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;MARCOANTONIOSCHUEDA
TRAUMASPORTS;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;MARCOANTONIOSCHUEDA
TRAUMASPORTS;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;MARCOANTONIOSCHUEDA
ACESSOSIMPLES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;SANIELMARTINSDESOUZAME
ACESSOSIMPLES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;SANIELMARTINSDESOUZAME
ACESSOSIMPLES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;SANIELMARTINSDESOUZAME
ACESSOSIMPLES;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;SANIELMARTINSDESOUZAME
JohnsonWindowFilms;Pedidodefinitivamentearquivado;DeProduto;CLAUDIOFABIANZEMEL
JohnsonWindowFilms;Pedidodefinitivamentearquivado;DeProduto;CLAUDIOFABIANZEMEL
CISNECOSMETICS;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;EMMANUELCOSTACISNE
CISNECOSMETICS;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;EMMANUELCOSTACISNE
CISNECOSMETICS;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;EMMANUELCOSTACISNE
CISNECOSMETICS;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;EMMANUELCOSTACISNE
BIOLIFE;Registrodemarcaemvigor;DeProduto;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeProduto;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeProduto;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeProduto;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeServiço;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeServiço;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeServiço;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
BIOLIFE;Registrodemarcaemvigor;DeServiço;ICCINDUSTRIALCOMÉRCIOEXPORTAÇÃOEIMPORTAÇÃOS.A.
FORTUNA;Registrodemarcaemvigor;DeProduto;ROSSANAAPARECIDAVIEIRAMAIAANGELINI-ME
FORTUNA;Registrodemarcaemvigor;DeProduto;ROSSANAAPARECIDAVIEIRAMAIAANGELINI-ME
FORTUNA;Registrodemarcaemvigor;DeProduto;ROSSANAAPARECIDAVIEIRAMAIAANGELINI-ME
FORTUNA;Registrodemarcaemvigor;DeProduto;ROSSANAAPARECIDAVIEIRAMAIAANGELINI-ME
EditoraEnsina;Pedidodefinitivamentearquivado;DeServiço;KASSANDRAARIELEFUCKSSOARESVARGAS
EditoraEnsina;Pedidodefinitivamentearquivado;DeServiço;KASSANDRAARIELEFUCKSSOARESVARGAS
EditoraEnsina;Pedidodefinitivamentearquivado;DeServiço;KASSANDRAARIELEFUCKSSOARESVARGAS
HANGARMUSIC;Pedidodefinitivamentearquivado;DeServiço;ALEXANDRETAWFICHASBUN-ME
HANGARMUSIC;Pedidodefinitivamentearquivado;DeServiço;ALEXANDRETAWFICHASBUN-ME
HANGARMUSIC;Pedidodefinitivamentearquivado;DeServiço;ALEXANDRETAWFICHASBUN-ME
GERASINERGIA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;GERASINERGIAINTERMEDIAÇÃOEAGENCIAMENTODESERVIÇOSLTDA
GERASINERGIA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;GERASINERGIAINTERMEDIAÇÃOEAGENCIAMENTODESERVIÇOSLTDA
GERASINERGIA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;GERASINERGIAINTERMEDIAÇÃOEAGENCIAMENTODESERVIÇOSLTDA
GERASINERGIA;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;GERASINERGIAINTERMEDIAÇÃOEAGENCIAMENTODESERVIÇOSLTDA
WANDERLUST;Registrodemarcaemvigor;DeProduto;EDUARDOFERREIRADOSSANTOSFILHO
WANDERLUST;Registrodemarcaemvigor;DeProduto;EDUARDOFERREIRADOSSANTOSFILHO
WANDERLUST;Registrodemarcaemvigor;DeProduto;EDUARDOFERREIRADOSSANTOSFILHO
BRAMILSUPERMERCADOSSEMPREPENSANDOEMVOCÊ;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;BRAMILINVESTIMENTOSLTDA
BRAMILSUPERMERCADOSSEMPREPENSANDOEMVOCÊ;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;BRAMILINVESTIMENTOSLTDA
BRAMILSUPERMERCADOSSEMPREPENSANDOEMVOCÊ;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;BRAMILINVESTIMENTOSLTDA
BRAMILSUPERMERCADOSSEMPREPENSANDOEMVOCÊ;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeServiço;BRAMILINVESTIMENTOSLTDA
VID;Registrodemarcaemvigor;DeProduto;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeProduto;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeProduto;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeProduto;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeServiço;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeServiço;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeServiço;VIDECOMERCEEACESSORIOSLTDA-ME
VID;Registrodemarcaemvigor;DeServiço;VIDECOMERCEEACESSORIOSLTDA-ME
CONSIGLINK;Registrodemarcaemvigor;DeServiço;CONSIGLINKSOLUÇÕESSISTEMASEIRELI-EPP.
CONSIGLINK;Registrodemarcaemvigor;DeServiço;CONSIGLINKSOLUÇÕESSISTEMASEIRELI-EPP.
CONSIGLINK;Registrodemarcaemvigor;DeServiço;CONSIGLINKSOLUÇÕESSISTEMASEIRELI-EPP.
CONSIGLINK;Registrodemarcaemvigor;DeServiço;CONSIGLINKSOLUÇÕESSISTEMASEIRELI-EPP.
MIX+AÇAÍ;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;ANDERSONARAUJOBORGES
MIX+AÇAÍ;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;ANDERSONARAUJOBORGES
MIX+AÇAÍ;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeProduto;ANDERSONARAUJOBORGES
